id;user_id;search_type;company_name;domain;functions;geography;seniority;status;result_url;error_message;excel_file_name;created_at;updated_at;results_per_function
3048f132-30ff-4c08-b4ac-65805b653617;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Bosch;bosch.com;"[""Accounting"",""Engineering"",""Marketing"",""Operations""]";Germany;"[""C-Suite (CXO)"",""SVP"",""VP"",""EVP"",""Director""]";completed;3048f132-30ff-4c08-b4ac-65805b653617_result.xlsx;;;2025-11-21 11:33:44.377312+00;2025-11-21 11:33:47.522159+00;10
9d7961ae-5448-456a-b703-78f307047f78;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Bosch;bosch.com;"[""Engineering"",""Marketing"",""Purchasing"",""Accounting""]";Germany;"[""C-Suite (CXO)"",""VP"",""EVP"",""Director""]";processing;;;;2025-11-21 12:10:14.671709+00;2025-11-21 12:10:14.671709+00;5
b4581347-0e61-4898-a386-07b1bf993d9d;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;processing;;;Final_template_filled.xlsm;2025-11-21 13:30:43.696389+00;2025-11-21 13:30:43.696389+00;10
d61d4ac9-89f3-4c05-888e-08c9355621b4;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;processing;;;Final_template_filled.xlsm;2025-11-21 16:32:55.21362+00;2025-11-21 16:32:55.21362+00;10
9e904263-06d0-43e3-97b1-c47818523d88;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;processing;;;Final_template_filled.xlsm;2025-11-21 16:34:07.584396+00;2025-11-21 16:34:07.584396+00;10
3914d10b-7be3-4370-9fde-146d4b604814;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;processing;;;Final_template_filled.xlsm;2025-11-21 16:35:06.645388+00;2025-11-21 16:35:06.645388+00;10
c4dfc2cc-6271-4d48-b955-5f71a2c67b9a;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;processing;;;Final_template_filled.xlsm;2025-11-21 16:35:59.186488+00;2025-11-21 16:35:59.186488+00;10
f2ad89f5-5f75-4b8e-94b6-318e1953d6e0;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;completed;f2ad89f5-5f75-4b8e-94b6-318e1953d6e0_result.xlsx;;Final_template_filled.xlsm;2025-11-21 16:46:29.5796+00;2025-11-21 16:46:43.166834+00;10
b92047e1-4db4-4b59-a6fa-bc2cc40f5df6;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;completed;b92047e1-4db4-4b59-a6fa-bc2cc40f5df6_result.xlsx;;Final_template_filled.xlsm;2025-11-21 16:53:16.609253+00;2025-11-21 16:53:27.184516+00;10
150297b8-ad1c-43e8-a3fd-8db2e5a6735f;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;completed;150297b8-ad1c-43e8-a3fd-8db2e5a6735f_result.xlsx;;Final_template_filled.xlsm;2025-11-21 17:03:08.10897+00;2025-11-21 17:03:21.261461+00;10
a7861814-caa1-4f6c-9a7c-3a9eee5068d9;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;processing;;;Final_template_filled.xlsm;2025-11-21 17:16:15.721711+00;2025-11-21 17:16:15.721711+00;10
d2c6e61a-de66-485d-b8b7-2ae72d868399;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;processing;;;Final_template_filled.xlsm;2025-11-21 17:19:32.580679+00;2025-11-21 17:19:32.580679+00;10
8c711415-73cf-46ab-8e0a-95596648a72e;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;completed;8c711415-73cf-46ab-8e0a-95596648a72e_result.xlsx;;Final_template_filled.xlsm;2025-11-21 17:22:35.556889+00;2025-11-21 17:22:52.246205+00;10
c1b73c24-4bd7-41f5-a3e5-57edec93bd2e;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;completed;c1b73c24-4bd7-41f5-a3e5-57edec93bd2e_result.xlsx;;Final_template_filled.xlsm;2025-11-21 17:24:39.54915+00;2025-11-21 17:24:48.998062+00;10
cb94b092-0914-4441-8426-5e44ce0f12de;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;completed;cb94b092-0914-4441-8426-5e44ce0f12de_result.xlsx;;Final_template_filled.xlsm;2025-11-21 17:26:32.273321+00;2025-11-21 17:26:48.440865+00;10
9217fe16-e6db-4f4a-86b3-d0f91fae123a;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;completed;9217fe16-e6db-4f4a-86b3-d0f91fae123a_result.xlsx;;Final_template_filled.xlsm;2025-11-21 17:32:25.404216+00;2025-11-21 17:32:37.501874+00;10
87ede0c4-8bc7-42d1-933b-0f3f70a4e2d3;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;completed;;;1-COMPANIES-SALES-JOBS-WITHOUT-CONTACTS-WITH-JOB-25.01.2025.xlsx;2026-02-02 13:50:03.283008+00;2026-02-02 13:51:26.208503+00;10
16ecef7f-eeca-4a65-9cc1-08e097c99338;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Bosch;bosch.com;"[""Accounting"",""Arts and Design""]";Germany;"[""Owner"",""C-Suite (CXO)""]";processing;;;;2025-11-23 14:25:52.528181+00;2025-11-23 14:25:52.528181+00;5
3379b7dd-c487-4339-9dbb-903f560d4a3d;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Innosystec;innosystec.de;[];;"[""C-Suite (CXO)""]";completed;3379b7dd-c487-4339-9dbb-903f560d4a3d_result.xlsx;;;2025-11-26 11:12:33.629767+00;2025-11-26 11:40:56.80915+00;2
16e9efcd-8327-4e46-90a9-17ede1389c8c;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;error;;⚠️ Domain or Person Seniority is missing - Please update the fields and try again.;Final_template (2).xlsm;2025-11-25 22:44:02.436807+00;2025-11-25 23:45:07.471168+00;10
02841120-d124-40f8-a08c-6aab0ad09f3b;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;processing;;;Final_template (2).xlsm;2025-11-26 01:44:33.048032+00;2025-11-26 01:44:33.048032+00;10
746a5ece-3386-4cf1-852b-2af37d0e0cca;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;processing;;;Final_template (2).xlsm;2025-11-26 03:00:50.256574+00;2025-11-26 03:00:50.256574+00;10
2f582fd6-ef20-49cc-bbeb-44763a3209e3;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;processing;;;Final_template (2).xlsm;2025-11-26 03:25:49.15935+00;2025-11-26 03:25:49.15935+00;10
65e507ce-62c7-47dc-b4cb-6a8d11c51911;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Carl Zeiss;zeiss.com;"[""Engineering"",""Finance"",""Sales"",""Marketing""]";Germany;"[""C-Suite (CXO)"",""VP"",""SVP"",""EVP"",""Director"",""Manager"",""Senior"",""Senior Manager""]";completed;65e507ce-62c7-47dc-b4cb-6a8d11c51911_result.xlsx;;;2025-11-24 10:37:13.054935+00;2025-11-24 10:46:22.628245+00;5
b254fd74-68d2-4a5a-8f92-3fa50c094161;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Carl Zeiss;zeiss.com;"[""Finance"",""Engineering"",""Marketing"",""Sales""]";Germany;"[""VP"",""EVP"",""SVP"",""C-Suite (CXO)"",""Manager"",""Senior"",""Director""]";completed;b254fd74-68d2-4a5a-8f92-3fa50c094161_result.xlsx;;;2025-11-24 11:06:02.312084+00;2025-11-24 11:06:42.287289+00;5
2e517624-d73b-4167-91a9-dbbc6846410a;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Carl Zeiss;zeiss.com;"[""Engineering"",""Finance"",""Marketing"",""Sales""]";Germany;"[""C-Suite (CXO)"",""VP"",""Manager"",""Director"",""Senior""]";completed;2e517624-d73b-4167-91a9-dbbc6846410a_result.xlsx;;;2025-11-24 11:16:44.572983+00;2025-11-24 11:17:41.791529+00;5
3c43e6db-8a7b-4f11-a373-a3affd90ce51;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Carl Zeiss;zeiss.com;"[""Engineering"",""Finance"",""Marketing"",""Sales""]";Germany;"[""C-Suite (CXO)"",""Director"",""Manager"",""Senior"",""VP""]";processing;;;;2025-11-24 11:25:31.262262+00;2025-11-24 11:25:31.262262+00;5
8e259aa6-bc4d-493c-97c1-5efe529943e0;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;error;;"apollo_credit_error: 422 - {""error"":""You have insufficient credits! <a href='https://app.apollo.io/#/settings/plans/upgrade' aria-onclick='close_alert'>Upgrade your plan</a> to increase your number of lead credits.""}";Final_template (2).xlsm;2025-11-26 04:28:32.327315+00;2025-11-26 05:44:08.615587+00;10
e2fe20d8-6656-4c45-b200-845cf1aef32c;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;innosystec.de;innosystec.de;[];;"[""C-Suite (CXO)""]";completed;e2fe20d8-6656-4c45-b200-845cf1aef32c_result.xlsx;;;2025-11-26 11:46:26.282343+00;2025-11-26 11:51:05.739674+00;2
27c292da-92f4-4a80-92b6-88a27ea7c000;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;processing;;;Final_template (2).xlsm;2025-11-26 09:51:24.745398+00;2025-11-26 09:51:24.745398+00;10
71d7e915-2ece-4138-934f-07ed09224bde;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;processing;;;Final_template_2sampleCompanies.xlsm;2025-11-26 10:09:05.118027+00;2025-11-26 10:09:05.118027+00;10
6320cb02-90e0-4f9a-91d1-6bf79faea5d7;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;processing;;;Final_template_2sampleCompanies.xlsm;2025-11-26 10:10:29.671547+00;2025-11-26 10:10:29.671547+00;10
2cc73b26-3671-4d82-8f25-ed41b697c8f9;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;processing;;;Final_template_2sampleCompanies.xlsm;2025-11-26 10:12:40.925485+00;2025-11-26 10:12:40.925485+00;10
4c144254-5924-4d79-a7b6-75c93e498a52;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;processing;;;Final_template_2sampleCompanies.xlsm;2025-11-26 10:17:08.841233+00;2025-11-26 10:17:08.841233+00;10
c06f6242-1325-47dd-b69e-ed87345df5d9;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;error;;"apollo_credit_error: 422 - {""error"":""You have insufficient credits! <a href='https://app.apollo.io/#/settings/plans/upgrade' aria-onclick='close_alert'>Upgrade your plan</a> to increase your number of lead credits.""}";Final_template_2sampleCompanies.xlsm;2025-11-26 10:22:21.11536+00;2025-11-26 10:22:31.091098+00;10
ebc9272b-69f3-472e-920d-3fd51607f935;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;completed;ebc9272b-69f3-472e-920d-3fd51607f935_result.xlsx;;Final_template_2sampleCompanies.xlsm;2025-11-26 10:26:20.986404+00;2025-11-26 10:31:02.026236+00;10
5b97f099-4ae9-49b3-96e5-8fcdd0521b8a;b71b9ee5-7c13-403f-b46a-97efa3a316d1;bulk;;;;;;completed;5b97f099-4ae9-49b3-96e5-8fcdd0521b8a_result.xlsx;;Final_template_8companies.xlsm;2025-11-26 10:55:59.33985+00;2025-11-26 11:01:10.520721+00;10
3fa15af7-8b57-430d-bcf1-0ce8c4f7bf28;bba17cb9-8d78-4503-8b1d-f47a3cd2e4f8;manual;Escriba AG;escriba.de;[];;"[""C-Suite (CXO)""]";processing;;;;2025-11-26 14:07:18.71755+00;2025-11-26 14:07:18.71755+00;5
e83b0497-1b5f-4790-acea-0e63cd87defb;bba17cb9-8d78-4503-8b1d-f47a3cd2e4f8;manual;Escriba AG;escriba.de;[];;"[""C-Suite (CXO)""]";completed;e83b0497-1b5f-4790-acea-0e63cd87defb_result.xlsx;;;2025-11-26 14:18:42.178439+00;2025-11-26 14:20:59.121173+00;5
3faf5f2b-b73a-4d7a-8c2e-61c0c537e689;4272e641-ed75-4390-8100-98e4ed949581;manual;emploio GmbH;emploio.de;[];Germany;"[""C-Suite (CXO)""]";error;;Company not found, please check your input;;2025-11-26 14:51:08.231385+00;2025-11-26 16:23:35.711922+00;1
ccb74e11-0a7d-4a59-a663-f92b34177eee;4272e641-ed75-4390-8100-98e4ed949581;manual;Ranger Marketing & Vertriebs GmbH;ranger.de;"[""Sales""]";Germany;"[""C-Suite (CXO)"",""Manager"",""Director""]";completed;ccb74e11-0a7d-4a59-a663-f92b34177eee_result.xlsx;;;2025-11-27 15:46:55.495847+00;2025-11-27 16:10:56.880953+00;1
a4770a5c-5007-4be3-85c3-94012f5acf7b;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Emploio gmbh;emploio.de;[];Germany;"[""C-Suite (CXO)""]";error;;Company or people of chosen seniority not found. Please try with different parameters. ;;2025-11-26 15:40:00.404629+00;2025-11-27 16:05:08.029466+00;10
6e1c378f-62f6-427d-bd53-0429e5aa2dc6;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;Ranger Marketing & Vertriebs GmbH;ranger.de;"[""Sales""]";Germany;"[""C-Suite (CXO)"",""Manager"",""Director""]";completed;6e1c378f-62f6-427d-bd53-0429e5aa2dc6_result.xlsx;;;2025-11-27 20:40:35.171094+00;2025-11-27 20:41:00.688139+00;1
5004d44b-317e-498a-bb89-a1b7e427726f;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;emploio;emploio.de;[];Germany;"[""Entry Level"",""Training"",""Intern"",""Team Lead"",""Mid-Level"",""Senior Manager"",""Senior"",""Manager"",""Director"",""SVP"",""C-Suite (CXO)"",""Partner"",""VP"",""EVP"",""Owner""]";processing;;;;2025-11-28 10:22:55.203765+00;2025-11-28 10:22:55.203765+00;2
dfa68cc0-afe4-43b7-b3c7-610632e7c274;bba17cb9-8d78-4503-8b1d-f47a3cd2e4f8;manual;Apple;apple.com;[];Germany;"[""Director"",""Manager""]";processing;;;;2025-11-28 10:29:14.988673+00;2025-11-28 10:29:14.988673+00;2
98b90893-a535-4388-a62d-1e9864074284;bba17cb9-8d78-4503-8b1d-f47a3cd2e4f8;manual;apple;apple.com;[];Germany;"[""Manager"",""Director""]";completed;98b90893-a535-4388-a62d-1e9864074284_result.xlsx;;;2025-11-28 10:36:02.948993+00;2025-11-28 10:50:56.099311+00;2
8c464ecf-efc7-4179-9d80-dfadf33c13b7;4272e641-ed75-4390-8100-98e4ed949581;manual;Compacer GmbH;compacer.com;[];Germany;"[""C-Suite (CXO)"",""Owner"",""Partner"",""SVP"",""VP""]";processing;;;;2025-12-03 13:20:48.160666+00;2025-12-03 13:20:48.160666+00;1
c4f631e1-6134-4094-b456-27a91b2b6edc;b71b9ee5-7c13-403f-b46a-97efa3a316d1;manual;emploio;emploio.de;[];Germany;"[""C-Suite (CXO)"",""VP"",""SVP"",""EVP"",""Director"",""Senior Manager"",""Manager"",""Team Lead"",""Senior"",""Mid-Level"",""Entry Level"",""Intern"",""Training""]";completed;c4f631e1-6134-4094-b456-27a91b2b6edc_result.xlsx;;;2025-11-28 15:23:28.955948+00;2025-11-28 15:25:55.988522+00;2
e12a6288-6087-4b5e-9ec4-f713a6f80b9a;4272e641-ed75-4390-8100-98e4ed949581;manual;Anaptis GmbH;anaptis.com;[];Germany;"[""Owner"",""C-Suite (CXO)"",""Partner"",""VP"",""SVP""]";processing;;;;2025-12-03 13:21:16.296976+00;2025-12-03 13:21:16.296976+00;1
0bc20037-50ed-4436-9488-8138f6ae2adb;bba17cb9-8d78-4503-8b1d-f47a3cd2e4f8;manual;bayer;bayer.com;"[""Finance""]";;"[""Director"",""Manager""]";error;0bc20037-50ed-4436-9488-8138f6ae2adb_result.xlsx;Company not found, Please check the input domain;;2025-11-28 14:33:33.818636+00;2025-11-29 02:02:33.157243+00;2
5751bda2-003c-425d-8481-1320179d5ce4;4272e641-ed75-4390-8100-98e4ed949581;manual;Cloudflight;https://www.cloudflight.io/;[];Germany;"[""C-Suite (CXO)""]";processing;;;;2025-12-03 12:26:27.698903+00;2025-12-03 12:26:27.698903+00;3
df62defc-8ac1-40e0-ae8f-1459c0c3c50f;4272e641-ed75-4390-8100-98e4ed949581;manual;GUS ERP GmbH;https://gus-erp.com/;[];Germany;"[""C-Suite (CXO)""]";processing;;;;2025-12-03 12:26:59.687809+00;2025-12-03 12:26:59.687809+00;3
fe29ac7a-78a7-4738-b60d-b1e0e5f4ce77;4272e641-ed75-4390-8100-98e4ed949581;manual;Stackit;https://www.stackit.de/;[];Germany;"[""C-Suite (CXO)"",""Director"",""Manager""]";processing;;;;2025-12-03 12:27:36.961897+00;2025-12-03 12:27:36.961897+00;1
0ddc7dc8-f945-4877-901a-6c8cb97ebd2a;4272e641-ed75-4390-8100-98e4ed949581;manual;SAP Fioneer;https://www.sapfioneer.com/;"[""Sales""]";Germany;"[""C-Suite (CXO)"",""Director"",""Manager""]";processing;;;;2025-12-03 12:28:31.932638+00;2025-12-03 12:28:31.932638+00;1
2135c54c-5ea6-4230-a64f-bf6969b5dd87;4272e641-ed75-4390-8100-98e4ed949581;manual;Wilken Software Group;wilken.de;[];Germany;"[""Owner"",""C-Suite (CXO)"",""Director"",""Manager"",""SVP""]";processing;;;;2025-12-03 12:29:01.772256+00;2025-12-03 12:29:01.772256+00;1
e57da4c5-f1cf-47de-b7e8-da409ed42acd;4272e641-ed75-4390-8100-98e4ed949581;manual;DTS Systeme GmbH;dts.de;[];Germany;"[""SVP"",""Manager"",""Director"",""C-Suite (CXO)""]";processing;;;;2025-12-03 12:29:33.000531+00;2025-12-03 12:29:33.000531+00;2
2b1cc53b-080c-4dff-9faa-f70600611369;4272e641-ed75-4390-8100-98e4ed949581;manual;regio iT;regioit.de;[];Germany;"[""SVP"",""VP"",""C-Suite (CXO)""]";processing;;;;2025-12-03 12:30:27.032489+00;2025-12-03 12:30:27.032489+00;1
b5313c69-5b94-4eca-9569-e616753bc909;4272e641-ed75-4390-8100-98e4ed949581;manual;Parloa;parloa.com;[];Germany;"[""C-Suite (CXO)"",""Owner"",""Director""]";processing;;;;2025-12-03 12:30:59.534803+00;2025-12-03 12:30:59.534803+00;2
978d3600-3213-45d5-89a6-3b3724a525c7;4272e641-ed75-4390-8100-98e4ed949581;manual;Homify;homify.com;[];Germany;"[""Director"",""C-Suite (CXO)"",""SVP"",""Manager"",""Owner""]";processing;;;;2025-12-03 12:31:48.32093+00;2025-12-03 12:31:48.32093+00;1
9d50c510-2a78-4844-9a64-abd2be69c74a;4272e641-ed75-4390-8100-98e4ed949581;manual;Solute GmbH;solute.de;[];Germany;"[""C-Suite (CXO)"",""Owner"",""SVP"",""VP""]";processing;;;;2025-12-03 12:33:14.78336+00;2025-12-03 12:33:14.78336+00;1
